Código: 1, Nombre: Expediente1, Fecha Creación: Fri Apr 06 09:11:52 CEST 2018, Fecha Archivado: Fri Apr 06 09:11:52 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
Código: 3, Nombre: Expediente3, Fecha Creación: Fri Apr 06 13:12:24 CEST 2018, Fecha Archivado: Fri Apr 06 13:12:24 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Fri Apr 06 13:12:24 CEST 2018, Fecha Archivado: Fri Apr 06 13:12:24 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Fri Apr 06 13:12:24 CEST 2018, Fecha Archivado: Fri Apr 06 13:12:24 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Fri Apr 06 13:13:48 CEST 2018, Fecha Archivado: Fri Apr 06 13:13:48 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Fri Apr 06 13:13:48 CEST 2018, Fecha Archivado: Fri Apr 06 13:13:48 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Fri Apr 06 13:13:48 CEST 2018, Fecha Archivado: Fri Apr 06 13:13:48 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Fri Apr 06 13:13:48 CEST 2018, Fecha Archivado: Fri Apr 06 13:13:48 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Fri Apr 06 13:13:48 CEST 2018, Fecha Archivado: Fri Apr 06 13:13:48 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Sun Apr 08 10:23:44 CEST 2018, Fecha Archivado: Sun Apr 08 10:23:44 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Sun Apr 08 10:23:44 CEST 2018, Fecha Archivado: Sun Apr 08 10:23:44 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Sun Apr 08 10:23:44 CEST 2018, Fecha Archivado: Sun Apr 08 10:23:44 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Sun Apr 08 10:23:44 CEST 2018, Fecha Archivado: Sun Apr 08 10:23:44 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Sun Apr 08 10:23:44 CEST 2018, Fecha Archivado: Sun Apr 08 10:23:44 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Sun Apr 08 10:44:47 CEST 2018, Fecha Archivado: Sun Apr 08 10:44:47 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Sun Apr 08 10:44:47 CEST 2018, Fecha Archivado: Sun Apr 08 10:44:47 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Sun Apr 08 10:44:47 CEST 2018, Fecha Archivado: Sun Apr 08 10:44:47 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Sun Apr 08 10:44:47 CEST 2018, Fecha Archivado: Sun Apr 08 10:44:47 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Sun Apr 08 10:44:47 CEST 2018, Fecha Archivado: Sun Apr 08 10:44:47 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Sun Apr 08 10:50:23 CEST 2018, Fecha Archivado: Sun Apr 08 10:50:23 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Sun Apr 08 10:50:23 CEST 2018, Fecha Archivado: Sun Apr 08 10:50:23 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Sun Apr 08 10:50:23 CEST 2018, Fecha Archivado: Sun Apr 08 10:50:23 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Sun Apr 08 10:50:23 CEST 2018, Fecha Archivado: Sun Apr 08 10:50:23 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Sun Apr 08 10:50:23 CEST 2018, Fecha Archivado: Sun Apr 08 10:50:23 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 09:50:26 CEST 2018, Fecha Archivado: Tue Apr 10 09:50:26 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 09:50:26 CEST 2018, Fecha Archivado: Tue Apr 10 09:50:26 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 09:50:26 CEST 2018, Fecha Archivado: Tue Apr 10 09:50:26 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 09:50:26 CEST 2018, Fecha Archivado: Tue Apr 10 09:50:26 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 09:50:26 CEST 2018, Fecha Archivado: Tue Apr 10 09:50:26 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 09:53:45 CEST 2018, Fecha Archivado: Tue Apr 10 09:53:45 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 09:53:45 CEST 2018, Fecha Archivado: Tue Apr 10 09:53:45 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 09:53:45 CEST 2018, Fecha Archivado: Tue Apr 10 09:53:45 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 09:53:45 CEST 2018, Fecha Archivado: Tue Apr 10 09:53:45 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 09:53:45 CEST 2018, Fecha Archivado: Tue Apr 10 09:53:45 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 09:55:14 CEST 2018, Fecha Archivado: Tue Apr 10 09:55:14 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 09:55:14 CEST 2018, Fecha Archivado: Tue Apr 10 09:55:14 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 09:55:14 CEST 2018, Fecha Archivado: Tue Apr 10 09:55:14 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 09:55:14 CEST 2018, Fecha Archivado: Tue Apr 10 09:55:14 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 09:55:14 CEST 2018, Fecha Archivado: Tue Apr 10 09:55:14 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 10:38:07 CEST 2018, Fecha Archivado: Tue Apr 10 10:38:07 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 10:38:07 CEST 2018, Fecha Archivado: Tue Apr 10 10:38:07 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 10:38:07 CEST 2018, Fecha Archivado: Tue Apr 10 10:38:07 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 10:38:07 CEST 2018, Fecha Archivado: Tue Apr 10 10:38:07 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 10:38:07 CEST 2018, Fecha Archivado: Tue Apr 10 10:38:07 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 10:44:04 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:04 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 10:44:04 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:04 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 10:44:04 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:04 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 10:44:04 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:04 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 10:44:04 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:04 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 10:44:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:24 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 10:44:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:24 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 10:44:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:24 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 10:44:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:24 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 10:44:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:44:24 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 10:47:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:47:24 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 10:47:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:47:24 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 10:47:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:47:24 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 10:47:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:47:24 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 10:47:24 CEST 2018, Fecha Archivado: Tue Apr 10 10:47:24 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 10:50:44 CEST 2018, Fecha Archivado: Tue Apr 10 10:50:44 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 10:50:44 CEST 2018, Fecha Archivado: Tue Apr 10 10:50:44 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 3, Nombre: Expediente3, Fecha Creación: Tue Apr 10 10:50:44 CEST 2018, Fecha Archivado: Tue Apr 10 10:50:44 CEST 2018, Público: true y Estado Expediente: INICIADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 4, Nombre: Expediente4, Fecha Creación: Tue Apr 10 10:50:44 CEST 2018, Fecha Archivado: Tue Apr 10 10:50:44 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 5, Nombre: Expediente5, Fecha Creación: Tue Apr 10 10:50:44 CEST 2018, Fecha Archivado: Tue Apr 10 10:50:44 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 1, Nombre: Expediente1, Fecha Creación: Tue Apr 10 10:58:35 CEST 2018, Fecha Archivado: Tue Apr 10 10:58:35 CEST 2018, Público: true y Estado Expediente: ARCHIVADO, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
Código: 2, Nombre: Expediente2, Fecha Creación: Tue Apr 10 10:58:35 CEST 2018, Fecha Archivado: Tue Apr 10 10:58:35 CEST 2018, Público: false y Estado Expediente: EN_TRAMITE, Lista de Documentos: [Documento con código 2, Documento con código 4]
*************************************************************************
